,file,flow_file,length,width,height,label
26,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,201,320.0,240.0,0
28,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,178,320.0,240.0,0
32,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,143,320.0,240.0,0
35,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,228,320.0,240.0,0
46,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,255,320.0,240.0,0
48,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,420,320.0,240.0,0
50,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,295,320.0,240.0,0
51,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,83,320.0,240.0,0
54,/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,526,320.0,240.0,0
56,/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,410,320.0,240.0,0
58,/mnt/d/Datasets/hmdb51_org/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,456,320.0,240.0,0
61,/mnt/d/Datasets/hmdb51_org/brush_hair/can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,382,320.0,240.0,0
65,/mnt/d/Datasets/hmdb51_org/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,131,320.0,240.0,0
69,/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,411,320.0,240.0,0
74,/mnt/d/Datasets/hmdb51_org/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,220,320.0,240.0,0
78,/mnt/d/Datasets/hmdb51_org/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,370,320.0,240.0,0
84,/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,382,320.0,240.0,0
91,/mnt/d/Datasets/hmdb51_org/brush_hair/Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,268,352.0,240.0,0
101,/mnt/d/Datasets/hmdb51_org/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0.avi,461,320.0,240.0,0
103,/mnt/d/Datasets/hmdb51_org/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2.avi,348,320.0,240.0,0
109,/mnt/d/Datasets/hmdb51_org/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.avi,50,320.0,240.0,1
110,/mnt/d/Datasets/hmdb51_org/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4.avi,49,320.0,240.0,1
118,/mnt/d/Datasets/hmdb51_org/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4.avi,43,288.0,240.0,1
119,/mnt/d/Datasets/hmdb51_org/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5.avi,41,288.0,240.0,1
121,/mnt/d/Datasets/hmdb51_org/cartwheel/Bodenturnen_cartwheel_f_cm_np1_le_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Bodenturnen_cartwheel_f_cm_np1_le_med_3.avi,124,320.0,240.0,1
122,/mnt/d/Datasets/hmdb51_org/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi,92,320.0,240.0,1
123,/mnt/d/Datasets/hmdb51_org/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi,78,320.0,240.0,1
129,/mnt/d/Datasets/hmdb51_org/cartwheel/cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi,79,320.0,240.0,1
132,/mnt/d/Datasets/hmdb51_org/cartwheel/cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi,79,320.0,240.0,1
134,/mnt/d/Datasets/hmdb51_org/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi,79,320.0,240.0,1
139,/mnt/d/Datasets/hmdb51_org/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi,80,320.0,240.0,1
142,/mnt/d/Datasets/hmdb51_org/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi,70,320.0,240.0,1
144,/mnt/d/Datasets/hmdb51_org/cartwheel/CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi,89,320.0,240.0,1
150,/mnt/d/Datasets/hmdb51_org/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi,78,288.0,240.0,1
152,/mnt/d/Datasets/hmdb51_org/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi,77,288.0,240.0,1
155,/mnt/d/Datasets/hmdb51_org/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi,80,176.0,240.0,1
161,/mnt/d/Datasets/hmdb51_org/cartwheel/Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi,112,416.0,240.0,1
163,/mnt/d/Datasets/hmdb51_org/cartwheel/Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi,78,320.0,240.0,1
165,/mnt/d/Datasets/hmdb51_org/cartwheel/How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi,83,320.0,240.0,1
166,/mnt/d/Datasets/hmdb51_org/cartwheel/how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0.avi,90,320.0,240.0,1
170,/mnt/d/Datasets/hmdb51_org/cartwheel/Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Jennis_Bodenk_r_cartwheel_f_cm_np1_fr_med_3.avi,81,320.0,240.0,1
172,/mnt/d/Datasets/hmdb51_org/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_ba_med_1.avi,80,320.0,240.0,1
173,/mnt/d/Datasets/hmdb51_org/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_fr_med_3.avi,81,320.0,240.0,1
177,/mnt/d/Datasets/hmdb51_org/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Jessica_and_Gregs_Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi,80,320.0,240.0,1
186,/mnt/d/Datasets/hmdb51_org/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,43,320.0,240.0,1
187,/mnt/d/Datasets/hmdb51_org/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,45,320.0,240.0,1
194,/mnt/d/Datasets/hmdb51_org/cartwheel/Parada_de_mao_cartwheel_f_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Parada_de_mao_cartwheel_f_cm_np1_fr_med_2.avi,75,320.0,240.0,1
195,/mnt/d/Datasets/hmdb51_org/cartwheel/Parada_de_mao_cartwheel_f_cm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Parada_de_mao_cartwheel_f_cm_np1_fr_med_3.avi,79,320.0,240.0,1
203,/mnt/d/Datasets/hmdb51_org/cartwheel/Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Simon_Bodenturnen_cartwheel_f_cm_np1_fr_med_4.avi,42,320.0,240.0,1
205,/mnt/d/Datasets/hmdb51_org/cartwheel/turnles!!_cartwheel_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/turnles!!_cartwheel_f_cm_np1_ri_med_0.avi,62,320.0,240.0,1
206,/mnt/d/Datasets/hmdb51_org/cartwheel/turnles!!_cartwheel_f_cm_np1_ri_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/turnles!!_cartwheel_f_cm_np1_ri_med_1.avi,56,320.0,240.0,1
210,/mnt/d/Datasets/hmdb51_org/cartwheel/Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Turn_pr_fung_glaser_schule_cartwheel_f_cm_np1_le_med_4.avi,60,320.0,240.0,1
213,/mnt/d/Datasets/hmdb51_org/cartwheel/Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part4)_cartwheel_f_cm_np1_ri_bad_0.avi,92,320.0,240.0,1
214,/mnt/d/Datasets/hmdb51_org/catch/96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0.avi,62,320.0,240.0,2
217,/mnt/d/Datasets/hmdb51_org/catch/Ballfangen_catch_u_cm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Ballfangen_catch_u_cm_np1_fr_goo_2.avi,37,320.0,240.0,2
230,/mnt/d/Datasets/hmdb51_org/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3.avi,36,416.0,240.0,2
231,/mnt/d/Datasets/hmdb51_org/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5.avi,34,416.0,240.0,2
232,/mnt/d/Datasets/hmdb51_org/catch/Frisbee_catch_f_cm_np1_fr_bad_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Frisbee_catch_f_cm_np1_fr_bad_2.avi,37,320.0,240.0,2
233,/mnt/d/Datasets/hmdb51_org/catch/Frisbee_catch_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Frisbee_catch_f_cm_np1_ri_med_0.avi,48,320.0,240.0,2
235,/mnt/d/Datasets/hmdb51_org/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_3.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_3.avi,41,320.0,240.0,2
238,/mnt/d/Datasets/hmdb51_org/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_0.avi,44,320.0,240.0,2
239,/mnt/d/Datasets/hmdb51_org/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_1.avi,44,320.0,240.0,2
241,/mnt/d/Datasets/hmdb51_org/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2.avi,41,320.0,240.0,2
245,/mnt/d/Datasets/hmdb51_org/catch/Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4.avi,56,320.0,240.0,2
247,/mnt/d/Datasets/hmdb51_org/catch/Goal_Keeping_Tips_catch_f_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goal_Keeping_Tips_catch_f_cm_np1_fr_med_2.avi,62,320.0,240.0,2
248,/mnt/d/Datasets/hmdb51_org/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_1.avi,59,320.0,240.0,2
249,/mnt/d/Datasets/hmdb51_org/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_3.avi,74,320.0,240.0,2
251,/mnt/d/Datasets/hmdb51_org/catch/Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_med_0.avi,30,288.0,240.0,2
257,/mnt/d/Datasets/hmdb51_org/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8.avi,50,288.0,240.0,2
259,/mnt/d/Datasets/hmdb51_org/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5.avi,56,288.0,240.0,2
265,/mnt/d/Datasets/hmdb51_org/catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_1.avi,33,320.0,240.0,2
268,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0.avi,47,320.0,240.0,2
269,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1.avi,38,320.0,240.0,2
270,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2.avi,50,320.0,240.0,2
271,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0.avi,43,320.0,240.0,2
272,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1.avi,43,320.0,240.0,2
273,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2.avi,43,320.0,240.0,2
275,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4.avi,49,320.0,240.0,2
277,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3.avi,41,320.0,240.0,2
288,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8.avi,34,352.0,240.0,2
289,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_4.avi,37,352.0,240.0,2
291,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7.avi,33,352.0,240.0,2
293,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_catch_f_cm_np1_ba_bad_8.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_catch_f_cm_np1_ba_bad_8.avi,30,320.0,240.0,2
297,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_catch_f_cm_np1_le_bad_5.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_catch_f_cm_np1_le_bad_5.avi,32,320.0,240.0,2
301,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_catch_u_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_catch_u_cm_np1_ri_med_0.avi,37,320.0,240.0,2
