file,flow_file,length,width,height,label
/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_1.avi,528,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_goo_2.avi,647,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Aussie_Brunette_Brushing_Long_Hair_brush_hair_u_nm_np1_fr_med_0.avi,260,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Blonde_being_brushed_brush_hair_f_nm_np2_ri_med_0.avi,79,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Blonde_being_brushed_brush_hair_u_cm_np2_ri_med_1.avi,274,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_1.avi,256,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_2.avi,247,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_fr_goo_4.avi,115,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,181,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_ri_goo_0.avi,502,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_cm_np2_ri_goo_6.avi,159,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_h_nm_np2_ri_goo_5.avi,275,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.avi,458,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_1.avi,260,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_2.avi,243,416.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,201,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,163,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,178,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,231,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,153,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0.avi,214,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,143,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2.avi,312,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0.avi,227,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,228,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2.avi,348,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0.avi,318,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1.avi,144,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2.avi,258,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3.avi,105,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,147,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,282,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,331,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,334,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,470,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,255,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,212,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,420,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.avi,121,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,295,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,83,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,222,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,179,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,526,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,268,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,410,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2.avi,276,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,456,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1.avi,144,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2.avi,215,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,382,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2.avi,322,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0.avi,406,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1.avi,202,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,131,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0.avi,129,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2.avi,257,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1.avi,339,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,411,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2.avi,279,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1.avi,305,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0.avi,411,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1.avi,220,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,220,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0.avi,490,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1.avi,307,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1.avi,97,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,370,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0.avi,340,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/long_hair_Christa__brush_hair_u_nm_np1_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/long_hair_Christa__brush_hair_u_nm_np1_le_goo_0.avi,164,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,116,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0.avi,246,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1.avi,189,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,382,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,395,320.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1.avi,348,352.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0.avi,348,352.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2.avi,541,352.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26.avi,142,352.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10.avi,276,352.0,240.0,0
/mnt/d/Datasets/hmdb51_org/brush_hair/Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11.avi,268,352.0,240.0,0
