,file,flow_file,length,width,height,label
2470,/mnt/d/Datasets/hmdb51_org/kick/RushHour2_kick_l_cm_np1_le_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/kick/RushHour2_kick_l_cm_np1_le_med_2.avi,48,576.0,240.0,20
6196,/mnt/d/Datasets/hmdb51_org/walk/americanthrift1_walk_u_cm_np1_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/walk/americanthrift1_walk_u_cm_np1_le_med_0.avi,56,320.0,240.0,49
892,/mnt/d/Datasets/hmdb51_org/dive/Red_Bull_Cliff_Diving_2009_Croatia_-_Oliver_Pocher_dive_u_cm_np1_ba_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/dive/Red_Bull_Cliff_Diving_2009_Croatia_-_Oliver_Pocher_dive_u_cm_np1_ba_bad_0.avi,94,416.0,240.0,7
3439,/mnt/d/Datasets/hmdb51_org/push/Trevor_pushing_cart_push_f_cm_np1_ri_bad_1.avi,/mnt/d/Datasets/hmdb51_org_img/push/Trevor_pushing_cart_push_f_cm_np1_ri_bad_1.avi,88,320.0,240.0,28
6320,/mnt/d/Datasets/hmdb51_org/walk/IamLegend_walk_f_nm_np1_fr_med_16.avi,/mnt/d/Datasets/hmdb51_org_img/walk/IamLegend_walk_f_nm_np1_fr_med_16.avi,168,560.0,240.0,49
1500,/mnt/d/Datasets/hmdb51_org/fall_floor/RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_med_33.avi,/mnt/d/Datasets/hmdb51_org_img/fall_floor/RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_med_33.avi,73,560.0,240.0,12
641,/mnt/d/Datasets/hmdb51_org/climb/Rock_Climbing_-_Joshua_Tree_climb_f_nm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/climb/Rock_Climbing_-_Joshua_Tree_climb_f_nm_np1_ba_med_1.avi,521,320.0,240.0,5
284,/mnt/d/Datasets/hmdb51_org/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_1.avi,37,352.0,240.0,2
6750,/mnt/d/Datasets/hmdb51_org/wave/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/wave/Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_2.avi,97,320.0,240.0,50
4819,/mnt/d/Datasets/hmdb51_org/smile/YouTube_smiles!_smile_h_cm_np1_fr_med_26.avi,/mnt/d/Datasets/hmdb51_org_img/smile/YouTube_smiles!_smile_h_cm_np1_fr_med_26.avi,59,320.0,240.0,39
3579,/mnt/d/Datasets/hmdb51_org/ride_bike/Fahrrad_fahren_ride_bike_f_cm_np2_le_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/ride_bike/Fahrrad_fahren_ride_bike_f_cm_np2_le_med_1.avi,156,320.0,240.0,30
3660,/mnt/d/Datasets/hmdb51_org/ride_horse/BackBreakingFun_ride_horse_f_cm_np1_ba_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/ride_horse/BackBreakingFun_ride_horse_f_cm_np1_ba_med_1.avi,351,320.0,240.0,31
376,/mnt/d/Datasets/hmdb51_org/chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/chew/How_to_Do_Basic_Mime_Skills_-_How_to_Mime_Chewing_Gum_chew_h_cm_np1_fr_med_2.avi,79,352.0,240.0,3
2679,/mnt/d/Datasets/hmdb51_org/kiss/Best_Kisses_in_TV_Movies_1_3_kiss_h_cm_np2_le_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/kiss/Best_Kisses_in_TV_Movies_1_3_kiss_h_cm_np2_le_goo_1.avi,438,320.0,240.0,22
2680,/mnt/d/Datasets/hmdb51_org/kiss/Best_Kisses_in_TV_Movies_1_3_kiss_h_cm_np2_le_goo_4.avi,/mnt/d/Datasets/hmdb51_org_img/kiss/Best_Kisses_in_TV_Movies_1_3_kiss_h_cm_np2_le_goo_4.avi,142,320.0,240.0,22
3807,/mnt/d/Datasets/hmdb51_org/run/BLACK_HAWK_DOWN_run_f_cm_np1_ri_med_28.avi,/mnt/d/Datasets/hmdb51_org_img/run/BLACK_HAWK_DOWN_run_f_cm_np1_ri_med_28.avi,49,560.0,240.0,32
6707,/mnt/d/Datasets/hmdb51_org/wave/Gaye_waves_to_the_paparazzi_as_she_flees_New_York_after_stalking_Adam_Lambert_in_Central_Park_wave_u_cm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/wave/Gaye_waves_to_the_paparazzi_as_she_flees_New_York_after_stalking_Adam_Lambert_in_Central_Park_wave_u_cm_np1_fr_med_0.avi,87,320.0,240.0,50
834,/mnt/d/Datasets/hmdb51_org/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_0.avi,127,320.0,240.0,7
2326,/mnt/d/Datasets/hmdb51_org/jump/OldSchool_jump_f_nm_np1_fr_bad_26.avi,/mnt/d/Datasets/hmdb51_org_img/jump/OldSchool_jump_f_nm_np1_fr_bad_26.avi,25,320.0,240.0,19
1054,/mnt/d/Datasets/hmdb51_org/dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_nm_np1_le_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/dribble/Basketball_Dribbling_-_Basketball_Dribbling-_Practice_With_Tennis_Balls_dribble_f_nm_np1_le_med_2.avi,78,304.0,240.0,9
6739,/mnt/d/Datasets/hmdb51_org/wave/prideandprejudice1_wave_f_nm_np1_ri_med_14.avi,/mnt/d/Datasets/hmdb51_org_img/wave/prideandprejudice1_wave_f_nm_np1_ri_med_14.avi,85,416.0,240.0,50
6713,/mnt/d/Datasets/hmdb51_org/wave/HP_PRISONER_OF_AZKABAN_wave_u_nm_np1_ri_med_39.avi,/mnt/d/Datasets/hmdb51_org_img/wave/HP_PRISONER_OF_AZKABAN_wave_u_nm_np1_ri_med_39.avi,78,560.0,240.0,50
2795,/mnt/d/Datasets/hmdb51_org/laugh/big_al_and_gaz_Skype_Laughter_Chain_laugh_h_cm_np1_ri_bad_2.avi,/mnt/d/Datasets/hmdb51_org_img/laugh/big_al_and_gaz_Skype_Laughter_Chain_laugh_h_cm_np1_ri_bad_2.avi,197,320.0,240.0,23
5035,/mnt/d/Datasets/hmdb51_org/somersault/meine_Bodenk_r_somersault_f_cm_np1_ri_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/somersault/meine_Bodenk_r_somersault_f_cm_np1_ri_bad_0.avi,92,292.0,240.0,41
3795,/mnt/d/Datasets/hmdb51_org/run/BIG_FISH_run_f_cm_np1_ba_bad_14.avi,/mnt/d/Datasets/hmdb51_org_img/run/BIG_FISH_run_f_cm_np1_ba_bad_14.avi,62,432.0,240.0,32
2639,/mnt/d/Datasets/hmdb51_org/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_4.avi,/mnt/d/Datasets/hmdb51_org_img/kick_ball/Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_4.avi,105,320.0,240.0,21
4730,/mnt/d/Datasets/hmdb51_org/situp/situps_situp_f_cm_np3_ri_med_6.avi,/mnt/d/Datasets/hmdb51_org_img/situp/situps_situp_f_cm_np3_ri_med_6.avi,80,320.0,240.0,38
705,/mnt/d/Datasets/hmdb51_org/climb_stairs/Intense_Cardio_Session-_Stairs_climb_stairs_f_cm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/climb_stairs/Intense_Cardio_Session-_Stairs_climb_stairs_f_cm_np1_ba_med_2.avi,79,320.0,240.0,6
3675,/mnt/d/Datasets/hmdb51_org/ride_horse/Caspar_ride_horse_f_cm_np1_ri_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/ride_horse/Caspar_ride_horse_f_cm_np1_ri_med_2.avi,141,320.0,240.0,31
1662,/mnt/d/Datasets/hmdb51_org/fencing/The_Scarlet_Pimpernel_-_duel_fencing_f_cm_np2_ba_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/fencing/The_Scarlet_Pimpernel_-_duel_fencing_f_cm_np2_ba_goo_1.avi,77,320.0,240.0,13
6711,/mnt/d/Datasets/hmdb51_org/wave/Hitch_Part_2_wave_h_nm_np1_fr_goo_12.avi,/mnt/d/Datasets/hmdb51_org_img/wave/Hitch_Part_2_wave_h_nm_np1_fr_goo_12.avi,77,560.0,240.0,50
2990,/mnt/d/Datasets/hmdb51_org/pour/Bartender_of_America_Bartending_School_pour_u_cm_np1_fr_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/pour/Bartender_of_America_Bartending_School_pour_u_cm_np1_fr_med_1.avi,83,320.0,240.0,25
3312,/mnt/d/Datasets/hmdb51_org/punch/THE_PROTECTOR_punch_f_cm_np1_le_bad_32.avi,/mnt/d/Datasets/hmdb51_org_img/punch/THE_PROTECTOR_punch_f_cm_np1_le_bad_32.avi,45,416.0,240.0,27
5490,/mnt/d/Datasets/hmdb51_org/sword/Return_of_the_King_4_sword_u_cm_np1_ri_bad_2.avi,/mnt/d/Datasets/hmdb51_org_img/sword/Return_of_the_King_4_sword_u_cm_np1_ri_bad_2.avi,57,352.0,240.0,44
3509,/mnt/d/Datasets/hmdb51_org/pushup/push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_1.avi,/mnt/d/Datasets/hmdb51_org_img/pushup/push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_1.avi,81,320.0,240.0,29
3913,/mnt/d/Datasets/hmdb51_org/run/RETURN_OF_THE_KING_run_f_cm_np1_ri_med_11.avi,/mnt/d/Datasets/hmdb51_org_img/run/RETURN_OF_THE_KING_run_f_cm_np1_ri_med_11.avi,51,560.0,240.0,32
4920,/mnt/d/Datasets/hmdb51_org/smoke/smoking_2_smoke_h_cm_np1_ba_med_5.avi,/mnt/d/Datasets/hmdb51_org_img/smoke/smoking_2_smoke_h_cm_np1_ba_med_5.avi,81,420.0,240.0,40
6528,/mnt/d/Datasets/hmdb51_org/walk/TheLastManOnearth_walk_f_cm_np1_ba_med_9.avi,/mnt/d/Datasets/hmdb51_org_img/walk/TheLastManOnearth_walk_f_cm_np1_ba_med_9.avi,103,320.0,240.0,49
2438,/mnt/d/Datasets/hmdb51_org/kick/kick__Bruce_Lee_Kick_kick_u_cm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/kick/kick__Bruce_Lee_Kick_kick_u_cm_np1_fr_med_0.avi,48,320.0,240.0,20
6386,/mnt/d/Datasets/hmdb51_org/walk/Oceans12_walk_u_cm_np1_fr_med_17.avi,/mnt/d/Datasets/hmdb51_org_img/walk/Oceans12_walk_u_cm_np1_fr_med_17.avi,77,416.0,240.0,49
6034,/mnt/d/Datasets/hmdb51_org/turn/TheBoondockSaints_turn_u_nm_np1_fr_med_27.avi,/mnt/d/Datasets/hmdb51_org_img/turn/TheBoondockSaints_turn_u_nm_np1_fr_med_27.avi,49,480.0,240.0,48
3349,/mnt/d/Datasets/hmdb51_org/push/Box_Pull_Push_push_f_cm_np1_ba_bad_3.avi,/mnt/d/Datasets/hmdb51_org_img/push/Box_Pull_Push_push_f_cm_np1_ba_bad_3.avi,80,320.0,240.0,28
5100,/mnt/d/Datasets/hmdb51_org/somersault/_Jumper_Boys___Pedrim_Naruto_-_Dive_Roll_Over_13_People_somersault_f_cm_np1_ri_bad_1.avi,/mnt/d/Datasets/hmdb51_org_img/somersault/_Jumper_Boys___Pedrim_Naruto_-_Dive_Roll_Over_13_People_somersault_f_cm_np1_ri_bad_1.avi,38,320.0,240.0,41
2766,/mnt/d/Datasets/hmdb51_org/laugh/Best_Of_Skype_Laughter_Chain_laugh_h_nm_np1_fr_bad_9.avi,/mnt/d/Datasets/hmdb51_org_img/laugh/Best_Of_Skype_Laughter_Chain_laugh_h_nm_np1_fr_bad_9.avi,170,320.0,240.0,23
3846,/mnt/d/Datasets/hmdb51_org/run/HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_27.avi,/mnt/d/Datasets/hmdb51_org_img/run/HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_27.avi,49,560.0,240.0,32
98,/mnt/d/Datasets/hmdb51_org/brush_hair/Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0.avi,387,320.0,240.0,0
1307,/mnt/d/Datasets/hmdb51_org/drink/TrumanShow_drink_h_nm_np1_ri_goo_22.avi,/mnt/d/Datasets/hmdb51_org_img/drink/TrumanShow_drink_h_nm_np1_ri_goo_22.avi,78,432.0,240.0,10
523,/mnt/d/Datasets/hmdb51_org/clap/The_Slow_Clap_clap_u_cm_np1_fr_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/clap/The_Slow_Clap_clap_u_cm_np1_fr_med_3.avi,67,320.0,240.0,4
1230,/mnt/d/Datasets/hmdb51_org/drink/LONGESTYARD_drink_u_cm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/drink/LONGESTYARD_drink_u_cm_np1_fr_goo_1.avi,81,560.0,240.0,10
1992,/mnt/d/Datasets/hmdb51_org/handstand/Yoga_teachers_practice_handstand_and_backbend_variations_handstand_f_nm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/handstand/Yoga_teachers_practice_handstand_and_backbend_variations_handstand_f_nm_np1_ri_med_0.avi,77,320.0,240.0,16
1705,/mnt/d/Datasets/hmdb51_org/flic_flac/Ella_Rondat_Flic-Flac_flic_flac_f_cm_np1_ri_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/flic_flac/Ella_Rondat_Flic-Flac_flic_flac_f_cm_np1_ri_med_0.avi,78,320.0,240.0,14
108,/mnt/d/Datasets/hmdb51_org/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8.avi,/mnt/d/Datasets/hmdb51_org_img/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8.avi,45,320.0,240.0,1
2146,/mnt/d/Datasets/hmdb51_org/hug/American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/hug/American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_3.avi,80,424.0,240.0,18
2942,/mnt/d/Datasets/hmdb51_org/pick/NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/pick/NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0.avi,150,320.0,240.0,24
1767,/mnt/d/Datasets/hmdb51_org/flic_flac/Roundoff_Flick__flic_flac_f_cm_np1_fr_bad_0.avi,/mnt/d/Datasets/hmdb51_org_img/flic_flac/Roundoff_Flick__flic_flac_f_cm_np1_fr_bad_0.avi,79,320.0,240.0,14
3100,/mnt/d/Datasets/hmdb51_org/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2.avi,81,320.0,240.0,26
5670,/mnt/d/Datasets/hmdb51_org/talk/Fellowship_6_talk_u_cm_np1_fr_med_6.avi,/mnt/d/Datasets/hmdb51_org_img/talk/Fellowship_6_talk_u_cm_np1_fr_med_6.avi,63,352.0,240.0,46
2097,/mnt/d/Datasets/hmdb51_org/hit/TV_Recycling_hit_f_cm_np1_fr_bad_5.avi,/mnt/d/Datasets/hmdb51_org_img/hit/TV_Recycling_hit_f_cm_np1_fr_bad_5.avi,35,320.0,240.0,17
3310,/mnt/d/Datasets/hmdb51_org/punch/THE_PROTECTOR_punch_f_cm_np1_ba_med_26.avi,/mnt/d/Datasets/hmdb51_org_img/punch/THE_PROTECTOR_punch_f_cm_np1_ba_med_26.avi,49,416.0,240.0,27
3343,/mnt/d/Datasets/hmdb51_org/push/Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_le_bad_6.avi,/mnt/d/Datasets/hmdb51_org_img/push/Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_le_bad_6.avi,80,320.0,240.0,28
6239,/mnt/d/Datasets/hmdb51_org/walk/CastAway1_walk_f_cm_np1_ri_med_13.avi,/mnt/d/Datasets/hmdb51_org_img/walk/CastAway1_walk_f_cm_np1_ri_med_13.avi,199,432.0,240.0,49
787,/mnt/d/Datasets/hmdb51_org/dive/BASE_Jumping_Compilation_-_Brilliant_dive_u_cm_np1_ba_bad_7.avi,/mnt/d/Datasets/hmdb51_org_img/dive/BASE_Jumping_Compilation_-_Brilliant_dive_u_cm_np1_ba_bad_7.avi,34,288.0,240.0,7
3445,/mnt/d/Datasets/hmdb51_org/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_1.avi,/mnt/d/Datasets/hmdb51_org_img/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_1.avi,82,320.0,240.0,29
19,/mnt/d/Datasets/hmdb51_org/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/Brunette_Foxyanya_ultra_silky_long_hair_brushing_hairjob_brush_hair_f_nm_np1_le_goo_3.avi,181,416.0,240.0,0
2693,/mnt/d/Datasets/hmdb51_org/kiss/Best_kisses_kiss_h_cm_np2_le_goo_6.avi,/mnt/d/Datasets/hmdb51_org_img/kiss/Best_kisses_kiss_h_cm_np2_le_goo_6.avi,543,320.0,240.0,22
659,/mnt/d/Datasets/hmdb51_org/climb/Speed_Climbing_Contest_Sport_Schuster_M_nchen_climb_f_cm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/climb/Speed_Climbing_Contest_Sport_Schuster_M_nchen_climb_f_cm_np1_ba_med_2.avi,77,320.0,240.0,5
1797,/mnt/d/Datasets/hmdb51_org/golf/Charles_Barkley_Golf_Swing_golf_f_cm_np1_ba_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/golf/Charles_Barkley_Golf_Swing_golf_f_cm_np1_ba_med_0.avi,102,320.0,240.0,15
2982,/mnt/d/Datasets/hmdb51_org/pick/Wallet_Trick_pick_f_cm_np1_fr_bad_4.avi,/mnt/d/Datasets/hmdb51_org_img/pick/Wallet_Trick_pick_f_cm_np1_fr_bad_4.avi,80,320.0,240.0,24
3596,/mnt/d/Datasets/hmdb51_org/ride_bike/Kraftwerk_-_Tour_de_france_1983_Alternative_video_ride_bike_l_cm_np1_le_med_3.avi,/mnt/d/Datasets/hmdb51_org_img/ride_bike/Kraftwerk_-_Tour_de_france_1983_Alternative_video_ride_bike_l_cm_np1_le_med_3.avi,80,300.0,240.0,30
2751,/mnt/d/Datasets/hmdb51_org/kiss/TVs_Best_Kisses_Top_50_(52_to_41)_kiss_h_nm_np2_le_goo_3.avi,/mnt/d/Datasets/hmdb51_org_img/kiss/TVs_Best_Kisses_Top_50_(52_to_41)_kiss_h_nm_np2_le_goo_3.avi,160,320.0,240.0,22
1375,/mnt/d/Datasets/hmdb51_org/eat/Prelinger_HabitPat1954_eat_u_nm_np1_fr_goo_17.avi,/mnt/d/Datasets/hmdb51_org_img/eat/Prelinger_HabitPat1954_eat_u_nm_np1_fr_goo_17.avi,78,352.0,240.0,11
6491,/mnt/d/Datasets/hmdb51_org/walk/TheBoondockSaints_walk_f_cm_np2_fr_med_94.avi,/mnt/d/Datasets/hmdb51_org_img/walk/TheBoondockSaints_walk_f_cm_np2_fr_med_94.avi,49,480.0,240.0,49
6534,/mnt/d/Datasets/hmdb51_org/walk/TheLastManOnearth_walk_f_cm_np1_le_med_35.avi,/mnt/d/Datasets/hmdb51_org_img/walk/TheLastManOnearth_walk_f_cm_np1_le_med_35.avi,78,320.0,240.0,49
2869,/mnt/d/Datasets/hmdb51_org/laugh/Skype_Laughter_Chain_Reaction_laugh_h_cm_np1_fr_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/laugh/Skype_Laughter_Chain_Reaction_laugh_h_cm_np1_fr_goo_2.avi,116,320.0,240.0,23
3476,/mnt/d/Datasets/hmdb51_org/pushup/Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/pushup/Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_0.avi,80,424.0,240.0,29
792,/mnt/d/Datasets/hmdb51_org/dive/base_jumping_compilation_3_FMJ_dive_f_cm_np1_ri_bad_2.avi,/mnt/d/Datasets/hmdb51_org_img/dive/base_jumping_compilation_3_FMJ_dive_f_cm_np1_ri_bad_2.avi,37,320.0,240.0,7
1553,/mnt/d/Datasets/hmdb51_org/fall_floor/THE_PROTECTOR_fall_floor_u_cm_np1_ba_med_86.avi,/mnt/d/Datasets/hmdb51_org_img/fall_floor/THE_PROTECTOR_fall_floor_u_cm_np1_ba_med_86.avi,50,416.0,240.0,12
4826,/mnt/d/Datasets/hmdb51_org/smile/YouTube_smiles!_smile_h_nm_np1_fr_goo_10.avi,/mnt/d/Datasets/hmdb51_org_img/smile/YouTube_smiles!_smile_h_nm_np1_fr_goo_10.avi,55,320.0,240.0,39
81,/mnt/d/Datasets/hmdb51_org/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,/mnt/d/Datasets/hmdb51_org_img/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,116,320.0,240.0,0
5072,/mnt/d/Datasets/hmdb51_org/somersault/So_turnt_man_richtig!!!_somersault_f_cm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/somersault/So_turnt_man_richtig!!!_somersault_f_cm_np1_fr_med_0.avi,103,320.0,240.0,41
4056,/mnt/d/Datasets/hmdb51_org/shake_hands/Geri_Halliwell_-_Look_At_Me_+_Interview_(Jay_Leno_1999)_shake_hands_f_cm_np2_le_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/shake_hands/Geri_Halliwell_-_Look_At_Me_+_Interview_(Jay_Leno_1999)_shake_hands_f_cm_np2_le_med_0.avi,80,320.0,240.0,33
4769,/mnt/d/Datasets/hmdb51_org/smile/Re-_Show_your_Smile!_2_smile_h_nm_np1_fr_goo_0.avi,/mnt/d/Datasets/hmdb51_org_img/smile/Re-_Show_your_Smile!_2_smile_h_nm_np1_fr_goo_0.avi,81,320.0,240.0,39
3399,/mnt/d/Datasets/hmdb51_org/push/Neil_pushing_wagon_push_f_cm_np1_fr_bad_5.avi,/mnt/d/Datasets/hmdb51_org_img/push/Neil_pushing_wagon_push_f_cm_np1_fr_bad_5.avi,80,320.0,240.0,28
3534,/mnt/d/Datasets/hmdb51_org/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_2.avi,80,320.0,240.0,29
1517,/mnt/d/Datasets/hmdb51_org/fall_floor/TheBoondockSaints_fall_floor_u_cm_np1_fr_med_63.avi,/mnt/d/Datasets/hmdb51_org_img/fall_floor/TheBoondockSaints_fall_floor_u_cm_np1_fr_med_63.avi,49,480.0,240.0,12
686,/mnt/d/Datasets/hmdb51_org/climb_stairs/GuardiansOfO256kb_climb_stairs_f_cm_np1_ba_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/climb_stairs/GuardiansOfO256kb_climb_stairs_f_cm_np1_ba_med_0.avi,175,320.0,240.0,6
3144,/mnt/d/Datasets/hmdb51_org/pullup/Eight_wide_grip_pull-ups_pullup_u_cm_np1_ba_med_2.avi,/mnt/d/Datasets/hmdb51_org_img/pullup/Eight_wide_grip_pull-ups_pullup_u_cm_np1_ba_med_2.avi,88,292.0,240.0,26
4771,/mnt/d/Datasets/hmdb51_org/smile/Re-_Show_your_Smile!_4_smile_h_nm_np1_fr_med_0.avi,/mnt/d/Datasets/hmdb51_org_img/smile/Re-_Show_your_Smile!_4_smile_h_nm_np1_fr_med_0.avi,80,320.0,240.0,39
